,Unnamed: 0,trip_id,block_id,route_id,trip_headsign,trip_start_time,service_id_start,start_stop,start_stop_id,trip_end_time,number_total_stops,total_distance_traveled,service_id_end,end_stop,end_stop_id,trip_start_datetime,trip_end_datetime,timeDelta,timeDelta_minutes,timeDelta_hours
11527,11527,3630020,183863902,60,OUTBOUND-BOSTON BRIDGE,7:47:00,4,YOUNG ST + YESTER,20840,8:25:00,55,6.206693427,4,WALNUT ST + LINDEN,10391,1/1/2023 7:47,1/1/2023 8:25,0 days 00:38:00,38.0,0.633333333
11528,11528,6283020,183863902,60,INBOUND-CRAWFORD VILLAGE,8:27:00,4,WALNUT ST + LINDEN,10246,8:45:00,44,5.147731368,4,YOUNG ST + YESTER,20840,1/1/2023 8:27,1/1/2023 8:45,0 days 00:18:00,18.0,0.3
11529,11529,9770020,183863902,60,OUTBOUND-BOSTON BRIDGE,8:45:00,4,YOUNG ST + YESTER,20840,9:26:00,55,6.206693427,4,WALNUT ST + LINDEN,10391,1/1/2023 8:45,1/1/2023 9:26,0 days 00:41:00,41.0,0.683333333
11530,11530,5671020,183863902,60,INBOUND-CRAWFORD VILLAGE,9:28:00,4,WALNUT ST + LINDEN,10246,9:46:00,44,5.147731368,4,YOUNG ST + YESTER,20840,1/1/2023 9:28,1/1/2023 9:46,0 days 00:18:00,18.0,0.3
11531,11531,3829020,183863902,60,OUTBOUND-BOSTON BRIDGE,9:46:00,4,YOUNG ST + YESTER,20840,10:27:00,55,6.206693427,4,WALNUT ST + LINDEN,10391,1/1/2023 9:46,1/1/2023 10:27,0 days 00:41:00,41.0,0.683333333
11532,11532,7943020,183863902,60,INBOUND-CRAWFORD VILLAGE,10:29:00,4,WALNUT ST + LINDEN,10246,10:47:00,44,5.147731368,4,YOUNG ST + YESTER,20840,1/1/2023 10:29,1/1/2023 10:47,0 days 00:18:00,18.0,0.3
11533,11533,12683020,183863902,60,OUTBOUND-BOSTON BRIDGE,10:47:00,4,YOUNG ST + YESTER,20840,11:24:00,55,6.206693427,4,WALNUT ST + LINDEN,10391,1/1/2023 10:47,1/1/2023 11:24,0 days 00:37:00,37.0,0.616666667
11534,11534,2975020,183863902,60,INBOUND-CRAWFORD VILLAGE,11:26:00,4,WALNUT ST + LINDEN,10246,11:44:00,44,5.147731368,4,YOUNG ST + YESTER,20840,1/1/2023 11:26,1/1/2023 11:44,0 days 00:18:00,18.0,0.3
11535,11535,4099020,183863902,60,OUTBOUND-BOSTON BRIDGE,11:44:00,4,YOUNG ST + YESTER,20840,12:21:00,55,6.206693427,4,WALNUT ST + LINDEN,10391,1/1/2023 11:44,1/1/2023 12:21,0 days 00:37:00,37.0,0.616666667
11536,11536,426020,183863902,60,INBOUND-CRAWFORD VILLAGE,12:25:00,4,WALNUT ST + LINDEN,10246,12:45:00,44,5.147731368,4,YOUNG ST + YESTER,20840,1/1/2023 12:25,1/1/2023 12:45,0 days 00:20:00,20.0,0.333333333
11537,11537,1763020,183863902,60,OUTBOUND-BOSTON BRIDGE,12:45:00,4,YOUNG ST + YESTER,20840,13:22:00,55,6.206693427,4,WALNUT ST + LINDEN,10391,1/1/2023 12:45,1/1/2023 13:22,0 days 00:37:00,37.0,0.616666667
11538,11538,10239020,183863902,60,INBOUND-CRAWFORD VILLAGE,13:25:00,4,WALNUT ST + LINDEN,10246,13:45:00,44,5.147731368,4,YOUNG ST + YESTER,20840,1/1/2023 13:25,1/1/2023 13:45,0 days 00:20:00,20.0,0.333333333
11539,11539,9856020,183863902,60,OUTBOUND-BOSTON BRIDGE,13:45:00,4,YOUNG ST + YESTER,20840,14:22:00,55,6.206693427,4,WALNUT ST + LINDEN,10391,1/1/2023 13:45,1/1/2023 14:22,0 days 00:37:00,37.0,0.616666667
11540,11540,7073020,183863902,60,INBOUND-CRAWFORD VILLAGE,14:25:00,4,WALNUT ST + LINDEN,10246,14:45:00,44,5.147731368,4,YOUNG ST + YESTER,20840,1/1/2023 14:25,1/1/2023 14:45,0 days 00:20:00,20.0,0.333333333
11541,11541,10533020,183863902,60,OUTBOUND-BOSTON BRIDGE,14:45:00,4,YOUNG ST + YESTER,20840,15:22:00,55,6.206693427,4,WALNUT ST + LINDEN,10391,1/1/2023 14:45,1/1/2023 15:22,0 days 00:37:00,37.0,0.616666667
11542,11542,2191020,183863902,60,INBOUND-CRAWFORD VILLAGE,15:25:00,4,WALNUT ST + LINDEN,10246,15:45:00,44,5.147731368,4,YOUNG ST + YESTER,20840,1/1/2023 15:25,1/1/2023 15:45,0 days 00:20:00,20.0,0.333333333
11543,11543,9834020,183863902,60,OUTBOUND-BOSTON BRIDGE,15:45:00,4,YOUNG ST + YESTER,20840,16:22:00,55,6.206693427,4,WALNUT ST + LINDEN,10391,1/1/2023 15:45,1/1/2023 16:22,0 days 00:37:00,37.0,0.616666667
11544,11544,2084020,183863902,60,INBOUND-CRAWFORD VILLAGE,16:25:00,4,WALNUT ST + LINDEN,10246,16:45:00,44,5.147731368,4,YOUNG ST + YESTER,20840,1/1/2023 16:25,1/1/2023 16:45,0 days 00:20:00,20.0,0.333333333
11545,11545,3268020,183863902,60,OUTBOUND-BOSTON BRIDGE,16:45:00,4,YOUNG ST + YESTER,20840,17:22:00,55,6.206693427,4,WALNUT ST + LINDEN,10391,1/1/2023 16:45,1/1/2023 17:22,0 days 00:37:00,37.0,0.616666667
11546,11546,6343020,183863902,60,INBOUND-CRAWFORD VILLAGE,17:26:00,4,WALNUT ST + LINDEN,10246,17:46:00,44,5.147731368,4,YOUNG ST + YESTER,20840,1/1/2023 17:26,1/1/2023 17:46,0 days 00:20:00,20.0,0.333333333
11547,11547,13205020,183863902,60,OUTBOUND-BOSTON BRIDGE,17:46:00,4,YOUNG ST + YESTER,20840,18:23:00,55,6.206693427,4,WALNUT ST + LINDEN,10391,1/1/2023 17:46,1/1/2023 18:23,0 days 00:37:00,37.0,0.616666667
11548,11548,14134020,183863902,60,INBOUND-CRAWFORD VILLAGE,18:28:00,4,WALNUT ST + LINDEN,10246,18:45:00,44,5.147731368,4,YOUNG ST + YESTER,20840,1/1/2023 18:28,1/1/2023 18:45,0 days 00:17:00,17.0,0.283333333
11549,11549,1537020,183863902,60,OUTBOUND-BOSTON BRIDGE,18:45:00,4,YOUNG ST + YESTER,20840,19:25:00,55,6.206693427,4,WALNUT ST + LINDEN,10391,1/1/2023 18:45,1/1/2023 19:25,0 days 00:40:00,40.0,0.666666667
11550,11550,4654020,183863902,60,INBOUND-CRAWFORD VILLAGE,19:29:00,4,WALNUT ST + LINDEN,10246,19:46:00,44,5.147731368,4,YOUNG ST + YESTER,20840,1/1/2023 19:29,1/1/2023 19:46,0 days 00:17:00,17.0,0.283333333
11551,11551,10917020,183863902,60,OUTBOUND-BOSTON BRIDGE,19:46:00,4,YOUNG ST + YESTER,20840,20:26:00,55,6.206693427,4,WALNUT ST + LINDEN,10391,1/1/2023 19:46,1/1/2023 20:26,0 days 00:40:00,40.0,0.666666667
11552,11552,2585020,183863902,60,INBOUND-MCKEESPORT TRANSPORTATION CENTER,20:28:00,4,WALNUT ST + LINDEN,10246,20:40:00,33,3.957137709,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #2,18158,1/1/2023 20:28,1/1/2023 20:40,0 days 00:12:00,12.0,0.2
